src_img_name,mask_id,left_x,right_x,top_y,bottom_y,cell_id_cp
r02c04f25p01-ch4sk1fk1fl1.tiff,c460fee7-ce8a-43cc-8962-5e4e5b2ebe46,384,393,169,186,158
r02c04f25p01-ch4sk1fk1fl1.tiff,ca3f106b-1ace-44f9-956d-d97c81bf8c71,381,396,340,361,159
r02c04f25p01-ch4sk1fk1fl1.tiff,0544ed24-a114-414e-9ff5-c01b4990310c,383,400,143,159,160
r02c04f25p01-ch4sk1fk1fl1.tiff,833874ae-3977-4913-b22d-246ed7fa7d0e,389,398,76,94,161
r02c04f25p01-ch4sk1fk1fl1.tiff,d532ebf1-956c-41ab-afb5-d6e512a83c25,393,407,196,213,162
r02c04f25p01-ch4sk1fk1fl1.tiff,d3de3449-7d8e-485d-9d23-8662d95f9dca,397,407,45,63,163
r02c04f25p01-ch4sk1fk1fl1.tiff,72e85da6-dabf-40cc-8a71-814d69a6d60b,395,411,277,292,164
r02c04f25p01-ch4sk1fk1fl1.tiff,3c2aedcb-d1fc-4034-9769-e0e711edeadf,401,409,137,155,166
r02c04f25p01-ch4sk1fk1fl1.tiff,abebf45f-1347-4e6e-b0b8-e752b10318a5,399,413,447,459,167
r02c04f25p01-ch4sk1fk1fl1.tiff,60c58f82-915e-43d4-87c8-bec2cac3c3c9,408,419,227,244,168
r02c04f25p01-ch4sk1fk1fl1.tiff,a796b2ac-1b26-4c9c-8a14-55b3911cfd07,408,423,111,125,170
r02c04f25p01-ch4sk1fk1fl1.tiff,78b086e7-d24d-4990-8443-424be6950eed,411,427,259,273,171
r02c04f25p01-ch4sk1fk1fl1.tiff,faf7c539-bc7d-4d72-9207-34aa2d83386d,414,434,386,399,173
r02c04f25p01-ch4sk1fk1fl1.tiff,b203babd-7912-437e-9270-0838448f552b,419,433,182,194,174
r02c04f25p01-ch4sk1fk1fl1.tiff,5487a5f6-0efa-4ab6-b1f0-ae41c1ce7b59,417,435,406,421,175
r02c04f25p01-ch4sk1fk1fl1.tiff,fec737ba-ee59-42b7-8394-931053524624,411,434,308,324,176
r02c04f25p01-ch4sk1fk1fl1.tiff,96543789-3689-4fb2-96c3-b006eb81f251,430,442,6,23,177
r02c04f25p01-ch4sk1fk1fl1.tiff,1953a1f9-34c3-4d5b-960b-147206c4b33b,431,442,137,151,178
r02c04f25p01-ch4sk1fk1fl1.tiff,c9096104-8696-4466-bb81-3381514d7cca,425,446,420,437,179
r02c04f25p01-ch4sk1fk1fl1.tiff,34b857ba-a9e7-40f1-98cc-455d9ff14a27,434,450,306,327,180
r02c04f25p01-ch4sk1fk1fl1.tiff,43cf3765-3f96-4f88-8013-0e75df212d94,455,471,310,322,184
r02c04f25p01-ch4sk1fk1fl1.tiff,fd90c866-e2a6-46b2-8a33-7c3345badfb5,472,487,279,298,187
r02c04f25p01-ch4sk1fk1fl1.tiff,f13ac4e2-6511-40ba-8e68-2312260fb3e0,483,495,179,198,188
r02c04f25p01-ch4sk1fk1fl1.tiff,881d3697-8816-408e-b5b9-42f961121ea9,481,496,244,261,189
r02c04f25p01-ch4sk1fk1fl1.tiff,9ac47398-c462-4f28-bb72-82703c229c6f,494,503,50,66,191
r02c04f25p01-ch4sk1fk1fl1.tiff,50cae76a-d1ee-4bed-ae1f-bcb53c9f29a4,491,506,199,214,192
r02c04f25p01-ch4sk1fk1fl1.tiff,b901e592-3075-40a4-945a-21f2f9836ba4,492,508,108,125,193
r02c04f25p01-ch4sk1fk1fl1.tiff,061205a8-9a15-463e-8638-18f61af19f43,500,509,76,95,194
r02c04f25p01-ch4sk1fk1fl1.tiff,ee94fa20-28ba-4e30-9ba5-228885e30c79,517,533,91,103,196
r02c05f01p01-ch4sk1fk1fl1.tiff,0b9aa10d-32ce-4d3d-a7b7-273fb81d15f5,7,17,549,569,2
r02c05f01p01-ch4sk1fk1fl1.tiff,8f6e9501-cb65-48ca-8a1d-68db9bdc25e6,12,25,84,98,3
r02c05f01p01-ch4sk1fk1fl1.tiff,4981590a-3606-4ed2-a557-70edb9f71af1,9,26,260,280,4
r02c05f01p01-ch4sk1fk1fl1.tiff,0aa0f2b9-12d3-418e-b947-6ac3f920c31c,16,27,174,191,5
r02c05f01p01-ch4sk1fk1fl1.tiff,201b0989-792b-44d1-ac3b-84078b1d623d,12,29,16,26,6
r02c05f01p01-ch4sk1fk1fl1.tiff,c3671788-ba57-4387-984a-76259294ac5f,20,35,452,463,9
r02c05f01p01-ch4sk1fk1fl1.tiff,cf9c1c01-799b-49e4-94b6-879f9decfd5a,30,47,238,252,13
r02c05f01p01-ch4sk1fk1fl1.tiff,356b31cb-40ef-4f90-b79e-0815feba6921,27,45,189,205,14
r02c05f01p01-ch4sk1fk1fl1.tiff,7049a4ba-98bf-466a-811d-1405a18510e9,30,44,207,221,16
r02c05f01p01-ch4sk1fk1fl1.tiff,2cebc3d7-883a-48da-9dcf-356e4494289e,28,48,29,41,17
r02c05f01p01-ch4sk1fk1fl1.tiff,edd48969-7e23-47c1-ba53-639568b9874d,40,55,306,320,18
r02c05f01p01-ch4sk1fk1fl1.tiff,a634caa3-0f67-4640-bd14-c6855a7c4683,45,60,17,26,22
r02c05f01p01-ch4sk1fk1fl1.tiff,6e5df8ea-171c-42b0-9c8e-721bee125835,50,61,396,412,23
r02c05f01p01-ch4sk1fk1fl1.tiff,b8b6a551-b7ac-4025-9736-d69505f8f432,51,64,329,339,24
r02c05f01p01-ch4sk1fk1fl1.tiff,9b945b47-665a-4061-9c5b-ca02caaca89f,56,75,65,79,28
r02c05f01p01-ch4sk1fk1fl1.tiff,3a626c00-2430-40ab-aa3c-1da1607e0ad6,66,75,360,374,32
r02c05f01p01-ch4sk1fk1fl1.tiff,91ea737e-f692-4982-b631-6291d980f1e0,67,77,391,410,33
r02c05f01p01-ch4sk1fk1fl1.tiff,19b46220-6920-4303-9d5e-b48528619a51,75,92,527,542,36
r02c05f01p01-ch4sk1fk1fl1.tiff,c8af6638-4334-412f-a2c6-b3c9bbee78b2,78,95,101,115,37
r02c05f01p01-ch4sk1fk1fl1.tiff,d78e29fe-c125-4f80-bb1d-597715e1c3c5,84,96,46,63,39
r02c05f01p01-ch4sk1fk1fl1.tiff,4a318aeb-988e-4c34-9636-2ae630102c73,82,100,202,215,40
r02c05f01p01-ch4sk1fk1fl1.tiff,d000f3f2-e245-4619-99fd-7e1c81760e6b,82,99,490,507,41
r02c05f01p01-ch4sk1fk1fl1.tiff,e6adc47d-0bdf-40a5-a35e-095670f2fa36,92,102,471,481,43
r02c05f01p01-ch4sk1fk1fl1.tiff,a6ee9efd-8fc7-4af9-9a21-6e6b3938efa2,98,105,310,325,45
r02c05f01p01-ch4sk1fk1fl1.tiff,b14772f2-c147-43b2-a46d-3a27d562e321,100,118,220,232,46
r02c05f01p01-ch4sk1fk1fl1.tiff,3f41216f-1e44-46cd-be61-f2411ad71ad4,105,122,84,94,47
r02c05f01p01-ch4sk1fk1fl1.tiff,6f329352-3ae5-415e-a4fa-e1b565c263fc,110,118,516,532,48
r02c05f01p01-ch4sk1fk1fl1.tiff,14a1705e-1382-4d9d-a75e-32bf9ae3d34d,110,127,534,545,50
r02c05f01p01-ch4sk1fk1fl1.tiff,6ddd8292-a6cd-42ff-86af-8272681de965,115,133,95,108,51
r02c05f01p01-ch4sk1fk1fl1.tiff,ae76b3e1-a46e-4f83-b1d6-fe0c8ae30d5c,120,137,222,233,53
r02c05f01p01-ch4sk1fk1fl1.tiff,9d2a78e6-8c35-43ec-8c4a-944b6fd93bb4,123,135,428,444,54
r02c05f01p01-ch4sk1fk1fl1.tiff,7aa4b72d-ccd5-4a44-9851-c3135d183154,124,138,130,146,55
r02c05f01p01-ch4sk1fk1fl1.tiff,f6c57544-120f-4772-a882-e5d34476eff1,131,142,510,529,57
r02c05f01p01-ch4sk1fk1fl1.tiff,a40331f3-6a94-45a2-9141-d9d18d25c315,137,153,88,98,60
r02c05f01p01-ch4sk1fk1fl1.tiff,04a8b5cd-fb5b-47c6-bec0-2596f9978282,140,158,98,109,62
r02c05f01p01-ch4sk1fk1fl1.tiff,4fa39e4f-60e2-4405-bceb-83d048f8ddf2,140,159,66,78,63
r02c05f01p01-ch4sk1fk1fl1.tiff,7a3f3aa9-d278-4405-9681-bbcf4831d517,151,163,427,444,64
r02c05f01p01-ch4sk1fk1fl1.tiff,e93858fa-f3df-465c-8df0-d1a1e94e4a84,151,165,37,46,65
r02c05f01p01-ch4sk1fk1fl1.tiff,690855b2-03bb-4dee-9fb1-8919e319aa2c,166,181,98,109,66
r02c05f01p01-ch4sk1fk1fl1.tiff,1d922d7d-a2d9-440a-858b-643a4183eca6,170,188,80,92,67
r02c05f01p01-ch4sk1fk1fl1.tiff,2c1b3e01-f447-4124-a503-363f8459b1a1,173,186,69,80,68
r02c05f01p01-ch4sk1fk1fl1.tiff,df716acd-0373-419a-8de6-909a1bca3bca,184,193,357,373,70
r02c05f01p01-ch4sk1fk1fl1.tiff,167a2513-3561-47f6-bfc7-24fe490f4c52,186,197,542,565,71
r02c05f01p01-ch4sk1fk1fl1.tiff,a1f26394-5772-49f1-825f-557dd7f4d222,191,205,308,324,73
r02c05f01p01-ch4sk1fk1fl1.tiff,bfede519-9a90-4fa9-be2d-d3fe6342cf90,201,210,132,146,74
r02c05f01p01-ch4sk1fk1fl1.tiff,b231756e-277c-4ac7-9ab0-921a2f32bf91,205,222,52,74,77
r02c05f01p01-ch4sk1fk1fl1.tiff,2df70919-9441-453c-94f5-204513b234cf,207,221,550,567,78
r02c05f01p01-ch4sk1fk1fl1.tiff,b2ec97de-4c65-4905-b941-92992bd24900,214,226,226,241,79
r02c05f01p01-ch4sk1fk1fl1.tiff,4ccb1911-b2f1-434d-80b6-0fa72e6faca4,222,232,449,469,82
r02c05f01p01-ch4sk1fk1fl1.tiff,6efb55e7-059d-46dd-aae5-725fba33c31b,223,233,542,556,83
r02c05f01p01-ch4sk1fk1fl1.tiff,0242f6e0-b39c-481f-8865-f2d89e1391b5,232,242,348,367,84
r02c05f01p01-ch4sk1fk1fl1.tiff,442e26ac-d2d0-4a89-9a5a-44caf76dbcf1,244,256,511,527,87
r02c05f01p01-ch4sk1fk1fl1.tiff,10c21d95-8a49-4ab3-9ddf-43980e49a9f5,248,259,45,61,88
r02c05f01p01-ch4sk1fk1fl1.tiff,8bef889b-a628-4575-9b3c-1fe7b3ecbd62,246,259,473,496,90
r02c05f01p01-ch4sk1fk1fl1.tiff,a55f883e-8d86-4dd9-b8ab-37af0378a7bd,258,271,435,449,93
r02c05f01p01-ch4sk1fk1fl1.tiff,21bb0caf-6e16-42c0-b6c4-459775e3d744,264,275,457,473,94
r02c05f01p01-ch4sk1fk1fl1.tiff,225da026-905b-4da6-b507-e839992b6f2c,265,275,45,56,95
r02c05f01p01-ch4sk1fk1fl1.tiff,ccc6ff82-3f91-4187-8a04-cb45ee6cf503,268,278,248,268,96
r02c05f01p01-ch4sk1fk1fl1.tiff,dac99b9d-61aa-4a04-91d4-bbb20ad469ea,274,285,217,236,97
r02c05f01p01-ch4sk1fk1fl1.tiff,41b989f0-b3b9-4e78-b08f-e07a1c0f38e4,278,291,451,472,99
r02c05f01p01-ch4sk1fk1fl1.tiff,0d384418-efd0-40c8-96e3-36c32074c2eb,280,292,24,33,100
r02c05f01p01-ch4sk1fk1fl1.tiff,bd6e81c0-5772-4f8e-9c32-ca05134a99ac,282,292,229,246,101
r02c05f01p01-ch4sk1fk1fl1.tiff,ba7799c3-048a-4c0c-9a65-9dca26b1b2fd,285,294,368,388,102
r02c05f01p01-ch4sk1fk1fl1.tiff,2b48f441-566c-4f0c-9fc6-eb7b1c3b84f8,290,303,24,37,105
r02c05f01p01-ch4sk1fk1fl1.tiff,e2f9559f-adcb-4318-bca0-13e8f9c61cef,297,312,123,141,108
r02c05f01p01-ch4sk1fk1fl1.tiff,898942fe-12e8-498f-956d-e41d311f9ccd,297,309,174,194,109
r02c05f01p01-ch4sk1fk1fl1.tiff,f7c37479-8258-455e-8e57-006967ac7986,298,309,336,346,110
r02c05f01p01-ch4sk1fk1fl1.tiff,354629fb-f8be-43a9-84f9-a69cf64cce0d,308,324,476,492,113
r02c05f01p01-ch4sk1fk1fl1.tiff,60f4912a-3bb0-40bf-81e6-49cf6ad5d3c2,313,323,558,568,114
r02c05f01p01-ch4sk1fk1fl1.tiff,e56b35b0-24fe-440e-b827-096f2b44a42f,321,329,237,254,115
r02c05f01p01-ch4sk1fk1fl1.tiff,50ff88f6-06cf-4641-a402-a6237073107e,327,341,69,84,120
r02c05f01p01-ch4sk1fk1fl1.tiff,90c00463-800f-4317-861b-9197adfc1169,327,338,471,488,122
r02c05f01p01-ch4sk1fk1fl1.tiff,96f18d6d-2aa9-4c67-a851-b71fc612cc70,332,343,87,103,124
r02c05f01p01-ch4sk1fk1fl1.tiff,90a970a1-2a12-4f55-8c69-f36f8b01317e,329,347,138,153,125
r02c05f01p01-ch4sk1fk1fl1.tiff,ce568fe2-88ac-48d7-9876-f5c424e6a006,336,347,253,268,126
r02c05f01p01-ch4sk1fk1fl1.tiff,406ba1ce-042e-474b-96f6-009cf836ebf1,347,360,34,48,129
r02c05f01p01-ch4sk1fk1fl1.tiff,e395277c-451c-4593-8ce1-4c67c6996085,349,361,458,474,131
r02c05f01p01-ch4sk1fk1fl1.tiff,2424d45d-6f8c-4744-85fc-8516b84dfee4,350,362,242,256,132
r02c05f01p01-ch4sk1fk1fl1.tiff,53167713-3fa8-4cd1-99d0-60d3c69674ee,356,369,351,367,136
r02c05f01p01-ch4sk1fk1fl1.tiff,b9d8576f-1e21-41cb-9b5d-eb940dad83a8,360,373,435,454,137
r02c05f01p01-ch4sk1fk1fl1.tiff,2115151d-17be-42ea-8e8f-a4f865af9e6f,388,397,274,291,143
r02c05f01p01-ch4sk1fk1fl1.tiff,7873a8d1-adb5-4401-9e39-bc3e89bc9d71,386,398,363,379,144
r02c05f01p01-ch4sk1fk1fl1.tiff,ed8823bb-2f9e-402c-86f1-0c8c16a706ee,403,422,12,24,149
r02c05f01p01-ch4sk1fk1fl1.tiff,ea27fb1d-1ed9-488e-9792-ba080fe66e72,407,421,378,397,150
r02c05f01p01-ch4sk1fk1fl1.tiff,761374bd-abdc-4836-834d-61e3e93c8024,420,431,369,387,152
r02c05f01p01-ch4sk1fk1fl1.tiff,4a444785-ac27-4db4-b9e3-22e6ef98f4c0,421,436,515,527,153
r02c05f01p01-ch4sk1fk1fl1.tiff,80184295-fe8f-4847-bd8a-d43266d18bf4,428,440,434,443,154
r02c05f01p01-ch4sk1fk1fl1.tiff,073d33be-8133-48da-87cc-450036553c6e,435,449,543,560,156
r02c05f01p01-ch4sk1fk1fl1.tiff,60adff8c-aca5-4b14-9189-7a00774ab519,435,445,319,335,157
r02c05f01p01-ch4sk1fk1fl1.tiff,7dc790f4-040b-4f97-89dc-e393061c6cb4,442,452,184,193,158
r02c05f01p01-ch4sk1fk1fl1.tiff,534ceb03-c19b-4a63-b1fa-00e23c3cb073,438,453,364,382,159
r02c05f01p01-ch4sk1fk1fl1.tiff,c0152244-a5a8-436b-8d0f-6faa3ae45c1e,441,455,126,140,161
r02c05f01p01-ch4sk1fk1fl1.tiff,6d206448-2298-4f2a-8d26-e0440fa2681e,446,459,480,494,163
r02c05f01p01-ch4sk1fk1fl1.tiff,90f01f8f-940f-45e1-a687-19cd37ea8cf4,455,468,190,205,165
r02c05f01p01-ch4sk1fk1fl1.tiff,83d31b56-acb1-4437-b899-dac9045f070e,458,470,371,391,166
r02c05f01p01-ch4sk1fk1fl1.tiff,c18486f7-bf15-4c3e-bebb-b46b2b93ba0f,467,478,147,165,168
r02c05f01p01-ch4sk1fk1fl1.tiff,d2cc6228-2e44-4f91-9230-f1b0d3da3b40,471,482,175,188,169
r02c05f01p01-ch4sk1fk1fl1.tiff,f1157c77-ff86-4bb6-bb94-2ea6d522e291,473,488,192,210,171
r02c05f01p01-ch4sk1fk1fl1.tiff,1c266f6a-2c90-42e3-a556-370b6c148baa,482,496,70,82,172
r02c05f01p01-ch4sk1fk1fl1.tiff,c763c820-2256-45ec-ab4b-5f10a1eaeba5,484,495,454,472,173
r02c05f01p01-ch4sk1fk1fl1.tiff,69e70aa7-9c57-43a7-a294-3151aedc0413,486,500,14,24,174
r02c05f01p01-ch4sk1fk1fl1.tiff,6e41748b-1337-406b-8c1d-584ee9308d7b,486,499,541,555,175
r02c05f01p01-ch4sk1fk1fl1.tiff,e062f29a-c242-41e8-94ad-11884695676a,495,503,506,522,177
r02c05f01p01-ch4sk1fk1fl1.tiff,7609d9bd-3065-48ef-bbea-d7893889d3b4,496,511,269,292,178
r02c05f01p01-ch4sk1fk1fl1.tiff,02c444ce-3121-4afa-810d-72aba9664977,499,510,393,410,179
r02c05f01p01-ch4sk1fk1fl1.tiff,4a8b7cee-cdab-4446-a4ab-cae0c33c8d3c,501,511,481,500,180
r02c05f01p01-ch4sk1fk1fl1.tiff,1ec7a08a-d6f1-48e3-ac62-9c9a70b8ac78,505,519,342,359,181
r02c05f01p01-ch4sk1fk1fl1.tiff,c8125366-449c-4587-9729-28596cad9cc6,507,527,92,102,183
r02c05f01p01-ch4sk1fk1fl1.tiff,2aa09d48-a28a-4860-a507-6d32fdfbea01,509,531,11,26,184
r02c05f01p01-ch4sk1fk1fl1.tiff,b680969d-a9ac-4045-968b-58fad3a9ad87,517,534,194,206,188
r02c05f01p01-ch4sk1fk1fl1.tiff,7cbd150f-279e-42e9-bf34-f7209885a56f,521,536,27,35,189
r02c05f01p01-ch4sk1fk1fl1.tiff,7dcf2e27-ce85-40c3-8c72-2851431ae4e5,517,539,131,144,191
r02c05f01p01-ch4sk1fk1fl1.tiff,80a20afe-785e-473c-8eb6-e04bf8305fd0,532,546,186,201,192
r02c05f01p01-ch4sk1fk1fl1.tiff,1402ba01-8658-4276-aa3d-9305ec8ce695,532,545,244,262,193
r02c05f01p01-ch4sk1fk1fl1.tiff,667821bc-14dd-4fd3-9fcf-1ed2d6cc36bb,533,547,9,19,194
r02c05f01p01-ch4sk1fk1fl1.tiff,5dc015f1-831e-4914-8903-75d2b408bfb7,541,554,211,223,195
r02c05f01p01-ch4sk1fk1fl1.tiff,bc7470c9-db03-49cc-ae03-cd26497f87e5,543,558,49,61,196
r02c05f01p01-ch4sk1fk1fl1.tiff,b3a487c9-051a-4f41-bbfa-673a8997002f,540,556,223,237,197
r02c05f01p01-ch4sk1fk1fl1.tiff,b19209cf-d1b4-44b0-bdd7-9ae7895880bc,540,554,305,317,199
r02c05f01p01-ch4sk1fk1fl1.tiff,eac6928b-2de4-40bc-a67c-04328a6e2fcf,548,557,269,284,200
r02c05f01p01-ch4sk1fk1fl1.tiff,340078f3-a608-46da-ba4e-604d19a6379f,556,569,254,271,202
r02c05f01p01-ch4sk1fk1fl1.tiff,a77ade5b-2ed3-4df7-80f9-d1d39cf7adf7,558,570,32,40,203
r02c05f02p01-ch4sk1fk1fl1.tiff,05205521-385d-40c0-a791-f30daba41f06,55,62,303,324,1
r02c05f02p01-ch4sk1fk1fl1.tiff,20af0c27-1494-4af6-8555-f36fb5623cf6,70,81,278,292,2
r02c05f02p01-ch4sk1fk1fl1.tiff,af62d7f0-4d8a-4c05-afab-39fa22f4bc35,90,100,279,291,6
r02c05f02p01-ch4sk1fk1fl1.tiff,c515d24c-3b4f-4765-abfc-4d0c6b5a93a2,90,103,187,199,7
r02c05f02p01-ch4sk1fk1fl1.tiff,4b749d9c-ab7d-4213-95a3-9b78f4c37777,92,109,379,391,9
r02c05f02p01-ch4sk1fk1fl1.tiff,548cb7d0-ab35-424d-8de0-de4d48ba6945,100,114,336,349,10
r02c05f02p01-ch4sk1fk1fl1.tiff,6778d556-86cf-4369-92e6-9b6cfa6055e3,109,122,260,268,11
r02c05f02p01-ch4sk1fk1fl1.tiff,b656bb1e-f023-4617-b334-3ecb424b038d,126,139,222,237,14
r02c05f02p01-ch4sk1fk1fl1.tiff,2726de1b-26d8-4874-ac62-61c578f4d2ed,134,146,455,466,15
r02c05f02p01-ch4sk1fk1fl1.tiff,8b9fe856-a4de-4d30-8e85-99c61fe36bcc,141,158,225,236,16
r02c05f02p01-ch4sk1fk1fl1.tiff,094dd41c-fe77-4d55-b035-d05e28aa34c7,144,155,422,442,17
r02c05f02p01-ch4sk1fk1fl1.tiff,6450e9ce-d7b6-4b7a-8611-b46628dcbcb8,141,158,203,216,18
r02c05f02p01-ch4sk1fk1fl1.tiff,a6590a1d-66d2-45ed-b9bc-e3e42f266ac8,143,160,192,205,19
r02c05f02p01-ch4sk1fk1fl1.tiff,64ed0a90-6a6b-420f-b10b-95d344d9fc80,150,166,299,313,21
r02c05f02p01-ch4sk1fk1fl1.tiff,de8856e5-5c2c-4057-9361-600603045f7f,149,164,527,539,22
r02c05f02p01-ch4sk1fk1fl1.tiff,d5f591ca-3bde-46d6-805a-06e5d758fe39,153,168,242,254,23
r02c05f02p01-ch4sk1fk1fl1.tiff,ad5ab94c-d840-44e6-858b-b6220a5ef4e4,156,171,399,410,24
r02c05f02p01-ch4sk1fk1fl1.tiff,a96a60cf-f87b-41da-b70c-a3b62f865a53,168,186,248,258,25
r02c05f02p01-ch4sk1fk1fl1.tiff,8ad602f1-66a4-4b08-a88a-0a3ebb028477,174,189,340,350,26
r02c05f02p01-ch4sk1fk1fl1.tiff,b8ca8997-7eff-4492-8075-c74ee7c7acb8,178,194,217,228,28
r02c05f02p01-ch4sk1fk1fl1.tiff,5043ba4d-f723-4bf3-b81f-3a4313ee225e,184,194,510,519,30
r02c05f02p01-ch4sk1fk1fl1.tiff,f38d7b1f-a594-4817-a9c6-2fdb35db2c38,185,198,259,276,32
r02c05f02p01-ch4sk1fk1fl1.tiff,e04db213-abf3-4cd4-a146-61fbe985ba9c,185,201,143,153,33
r02c05f02p01-ch4sk1fk1fl1.tiff,18fe5ae9-7887-47e7-9a60-65bb1dd500fc,188,216,111,122,35
r02c05f02p01-ch4sk1fk1fl1.tiff,868cd145-6223-471f-ab75-dd5c11689f46,199,214,373,382,36
r02c05f02p01-ch4sk1fk1fl1.tiff,285c7e00-45e0-4202-b7dc-94942ba3e035,200,217,199,207,37
r02c05f02p01-ch4sk1fk1fl1.tiff,632fdb24-8503-438e-9376-aabf212db847,206,220,281,296,39
r02c05f02p01-ch4sk1fk1fl1.tiff,39da8dc4-7b8a-4787-9864-f983b83f5b4c,201,222,339,355,40
r02c05f02p01-ch4sk1fk1fl1.tiff,ae3ab67e-bd7f-4bfe-85d2-b823638651ab,213,224,463,472,42
r02c05f02p01-ch4sk1fk1fl1.tiff,af562640-f777-463c-be56-31a62af1cd15,220,237,213,223,47
r02c05f02p01-ch4sk1fk1fl1.tiff,8a963011-a5cd-4948-81f3-82fe4846aeb0,220,238,418,426,49
r02c05f02p01-ch4sk1fk1fl1.tiff,3b4e3ee4-2046-45ae-8bcb-8d3a1bc528ca,227,240,259,272,51
r02c05f02p01-ch4sk1fk1fl1.tiff,0ad0eb13-047d-4160-85cc-d49f09a016fb,224,244,472,484,52
r02c05f02p01-ch4sk1fk1fl1.tiff,b6f0244f-7dfd-4663-b5db-b6edfdc09799,227,244,305,319,53
r02c05f02p01-ch4sk1fk1fl1.tiff,b1376e2e-b2b9-4f85-8351-bea09d3c1adb,233,249,203,211,54
r02c05f02p01-ch4sk1fk1fl1.tiff,acf0b09e-27e7-4708-92d4-f7738232fdf4,233,250,357,368,55
r02c05f02p01-ch4sk1fk1fl1.tiff,0ccf4bf3-e697-410a-9f1c-1ab48471f2b5,232,249,153,162,56
r02c05f02p01-ch4sk1fk1fl1.tiff,b1b0003b-c5c1-421b-86fd-cd7a843e5bb6,243,259,187,199,59
r02c05f02p01-ch4sk1fk1fl1.tiff,f153a267-d8d8-4af1-aa43-dc9f1da47aa6,246,258,432,444,60
r02c05f02p01-ch4sk1fk1fl1.tiff,de4dca5f-9e2f-4294-a908-804b4dfcd333,243,260,539,548,62
r02c05f02p01-ch4sk1fk1fl1.tiff,2b7b6b35-84fe-4257-89e8-5458bf9d56f9,253,271,345,351,64
r02c05f02p01-ch4sk1fk1fl1.tiff,c386021d-4c9f-4bdb-8d05-178f36f34a71,255,268,254,268,66
r02c05f02p01-ch4sk1fk1fl1.tiff,d7d78ea4-f6d1-4534-b507-af54daeeaa94,265,280,175,187,70
r02c05f02p01-ch4sk1fk1fl1.tiff,c2652fed-8473-47af-a129-fa1066cfc335,263,280,265,276,71
r02c05f02p01-ch4sk1fk1fl1.tiff,37f45f69-8264-48cf-a0d1-3077260c0070,269,286,421,432,72
r02c05f02p01-ch4sk1fk1fl1.tiff,c8618775-20e4-412f-b64a-517db6d15864,268,283,310,321,73
r02c05f02p01-ch4sk1fk1fl1.tiff,d6dc39f6-9c25-4811-afd6-2fc0e63f2ed3,267,284,497,508,74
r02c05f02p01-ch4sk1fk1fl1.tiff,4870862d-09d9-415e-a070-675faab85b6d,271,287,351,361,75
r02c05f02p01-ch4sk1fk1fl1.tiff,a331e12f-3b87-4a66-9672-e68d84840fc8,275,291,196,211,77
r02c05f02p01-ch4sk1fk1fl1.tiff,ba4c97e6-86e5-4be6-af8c-6e9bae8ac618,282,296,271,286,78
r02c05f02p01-ch4sk1fk1fl1.tiff,be50f26c-5a9b-427d-83b7-ad3b8ee3881e,281,300,70,82,79
r02c05f02p01-ch4sk1fk1fl1.tiff,26bcfc59-4334-4583-8ede-62413de0fc91,283,301,560,570,80
r02c05f02p01-ch4sk1fk1fl1.tiff,56543f8c-bb35-46a0-b81f-de737ff0fd13,291,305,508,520,82
r02c05f02p01-ch4sk1fk1fl1.tiff,4ccc7cbd-d9e7-4aeb-8a57-093c32310046,289,307,536,547,83
r02c05f02p01-ch4sk1fk1fl1.tiff,de5a5d57-d6cf-4c45-a1a4-5c424d789a05,298,315,291,304,86
r02c05f02p01-ch4sk1fk1fl1.tiff,4cd78321-5325-4443-9a07-5e4d70aee5ad,301,320,221,233,89
r02c05f02p01-ch4sk1fk1fl1.tiff,c4a6fc69-5588-4287-84fe-9ce8aea673c9,303,318,417,427,90
r02c05f02p01-ch4sk1fk1fl1.tiff,e5be1f18-f087-4919-9219-a150ff892855,306,322,458,466,91
r02c05f02p01-ch4sk1fk1fl1.tiff,24bdb95e-f39a-4923-a341-63690330a4e0,308,325,402,415,92
r02c05f02p01-ch4sk1fk1fl1.tiff,a4a76eda-7723-445d-b05e-9fa77d6f3d03,303,321,169,178,93
r02c05f02p01-ch4sk1fk1fl1.tiff,f59817c9-184a-4828-8c32-cbad86a297bc,310,328,379,388,94
r02c05f02p01-ch4sk1fk1fl1.tiff,08c1c0e2-a20c-474d-bf18-9e7ff832e01a,310,323,435,446,95
r02c05f02p01-ch4sk1fk1fl1.tiff,6d39f619-fc91-43fc-b64c-edff88ebfeb5,312,328,243,256,96
r02c05f02p01-ch4sk1fk1fl1.tiff,a928e18e-9127-41b3-a217-dc1ccaf12214,311,328,340,350,97
r02c05f02p01-ch4sk1fk1fl1.tiff,ba24ae9d-db02-4d8a-b335-c935eda0c0d1,316,329,187,201,99
r02c05f02p01-ch4sk1fk1fl1.tiff,0eba9554-d21d-4863-b4b6-c90c1af009ac,312,332,117,127,100
r02c05f02p01-ch4sk1fk1fl1.tiff,613bff5e-e897-49a5-aef6-472f6dcfd8a3,321,341,356,367,101
r02c05f02p01-ch4sk1fk1fl1.tiff,c060677f-fa34-4bca-96fc-4589975e1899,317,336,466,478,103
r02c05f02p01-ch4sk1fk1fl1.tiff,e96e2c7a-4a9c-46d5-aa53-e5c521af4c96,324,338,125,141,105
r02c05f02p01-ch4sk1fk1fl1.tiff,d3d040c8-0b27-4b79-82b4-f644819219bc,321,340,491,501,106
